text,emotion
me siento muy bien en este momento en serio,feliz
la verdad estoy disfrutando mucho de verdad,feliz
no aguanto mas esta situacion y no lo voy a tolerar,enojo
ultimamente hoy fue maravilloso y no se que hacer,feliz
estoy muy bajo de animo desde entonces y quisiera que no fuera así,triste
estoy muy apenado y no se que decir y me duele mucho,triste
ahora mismo todo me afecta demasiado por todo lo que paso,triste
definitivamente me siento vacio y me afecta mucho,triste
realmente estoy agradecido por todo,feliz
hoy todo esta mejorando y no se que hacer,feliz
honestamente me hicieron perder el tiempo de verdad,enojo
te digo que me da terror lo que pueda pasar despues y me tiene muy nervioso,miedo
estoy muy contento con los avances,feliz
siento panico cuando pienso en eso y no puedo calmarlo,miedo
en este momento estoy harto de todo ultimamente,enojo
realmente nada tiene sentido todo el tiempo,triste
todo esta mejorando esta semana,feliz
estoy pasando un gran momento y me afecta mucho,feliz
te juro que me molesta tu actitud de siempre,enojo
hoy no tengo ganas de nada y no se que hacer,triste
te digo que tengo miedo de que lo peor esta por venir y me tiene muy nervioso,miedo
es que no voy a seguir tolerando esto y no lo entiendo,enojo
la verdad es que que buen momento para estar feliz,feliz
definitivamente todo me pone mal esta semana,triste
la verdad es que siento una soledad enorme que me pesa,triste
sinceramente todo esta mejorando y me encanta,feliz
definitivamente no tengo ganas de nada desde hace dias,triste
que buena noticia para terminar el dia en serio,feliz
la verdad es que que irresponsable eres con todo y no lo entiendo,enojo
la verdad me da demasiada rabia todo el tiempo,enojo
no voy a permitir que me hagas eso de verdad,enojo
estoy muy decaido y no quiero hablar y no lo puedo superar,triste
realmente estoy disfrutando mucho y no se que hacer,feliz
ahora mismo esto arruino mi dia por todo lo que paso,enojo
me siento vacio por todo lo que paso,triste
estoy muy satisfecho con el dia de hoy en serio,feliz
de verdad siento el alma muy pesada hoy de verdad,triste
en este momento tengo panico,miedo
me siento muy desanimado hoy de verdad,triste
definitivamente me siento increible otra vez,feliz
sabes que estoy muy feliz y emocionado y es lo mejor que me paso,feliz
siento un dolor emocional muy grande y me duele mucho,triste
definitivamente esto me molesta mucho desde hace dias,enojo
ultimamente nada tiene sentido y me duele mucho,triste
no puedo evitar que me asusta mucho la incertidumbre,miedo
te digo que estoy muy contento con los avances en serio,feliz
ahora mismo me siento inseguro desde hace dias,miedo
ultimamente estoy muy preocupado por todo lo que pasa,miedo
de verdad siento que todo se fue y no volvera,triste
hoy me siento muy afortunado y es lo mejor que me paso,feliz
ultimamente estoy agradecido por todo y no se que hacer,feliz
hoy estoy agotado emocionalmente y no se que hacer,triste
estoy en el mejor momento de mi vida de verdad,feliz
en este momento me siento nervioso y no puedo dormir,miedo
ahora mismo me preocupa el futuro desde hace dias,miedo
sinceramente me siento horrible otra vez,triste
en serio siento una rabia horrible ahora mismo en serio,enojo
me duele mucho haber perdido eso de verdad,triste
estoy muy bajo de animo hoy,triste
desde ayer todo me irrita por todo lo que paso,enojo
no puedo creer que me frustra muchisimo esto y no lo entiendo,enojo
realmente todo me afecta demasiado otra vez,triste
la verdad es que que maravilloso es sentirse asi,feliz
que buena suerte la mia hoy de verdad,feliz
en serio esto arruino mi dia ultimamente,enojo
ultimamente nada tiene sentido todo el tiempo,triste
me siento muy agradecido con la vida y no lo puedo creer,feliz
ahora mismo estoy demasiado cansado ultimamente,triste
desde ayer tengo miedo de hablar esta semana,miedo
tengo miedo de no poder manejar esto,miedo
estoy muy asustado con la situacion de verdad,miedo
me siento inseguro,miedo
ultimamente estoy agotado emocionalmente,triste
en este momento estoy demasiado cansado ultimamente,triste
sabes que estoy muy contento con mi progreso en serio,feliz
sinceramente no tolero mas esta situacion,enojo
sinceramente ya no tengo ganas y me duele mucho,triste
la verdad es que que impotencia siento con todo esto,enojo
ahora mismo estoy agotado emocionalmente,triste
hoy odio esta situacion de verdad,enojo
ahora mismo tengo ansiedad y eso me preocupa,miedo
ultimamente tengo panico en este momento,miedo
me da mucho miedo el futuro,miedo
no puedo creer lo que hiciste y eso no esta bien,enojo
me da mucho temor el futuro cercano de verdad,miedo
estas actuando muy mal en serio,enojo
hoy fue un gran dia todo el tiempo,feliz
te juro que que actitud tan mala la tuya y punto,enojo
de verdad me siento muy desanimado hoy,triste
estoy muy triste con la situacion actual y no se como seguir,triste
me alegra mucho tu compania,feliz
sinceramente me duele mucho esta situacion y me duele mucho,triste
en serio estoy muy feliz con mis logros y estoy muy contento,feliz
realmente me siento feliz hoy,feliz
que maravilloso es sentirse asi,feliz
la verdad me da mucha rabia y no se que hacer,enojo
sinceramente estoy muy apenado por lo que paso de verdad,triste
que buena racha estoy teniendo de verdad,feliz
en este momento estoy cansado mentalmente por todo lo que paso,triste
definitivamente estoy demasiado preocupado en este momento,miedo
realmente todo esta empeorando ultimamente,triste
me siento muy orgulloso de lo logrado,feliz
desde ayer esto me molesta demasiado otra vez,enojo
mira me da ira tu actitud de verdad,enojo
definitivamente no se que va a pasar y me afecta mucho,miedo
hoy todo salio mal ultimamente,triste
de verdad me entristece mucho pensar en eso y me duele mucho,triste
me saca de quicio esa actitud en serio,enojo
que dia tan especial fue hoy para todos y estoy muy agradecido,feliz
sinceramente no entiendo como puedes actuar asi y no lo entiendo,enojo
hoy me siento motivado con todo lo que paso,feliz
honestamente no entiendo tu actitud para nada de verdad,enojo
la verdad es que no voy a permitir que me hagas eso y no lo entiendo,enojo
te juro que no puedo mas con esta situacion y punto,enojo
sinceramente ya no tengo ganas y me duele mucho,triste
definitivamente estoy demasiado preocupado todo el tiempo,miedo
realmente estoy demasiado molesto otra vez,enojo
me da ira tu actitud,enojo
que alegria tan grande la que siento y estoy muy contento,feliz
mira no tolero mas esta situacion en serio,enojo
hoy me siento muy triste,triste
la verdad es que me decepciono mucho lo que hiciste y punto,enojo
definitivamente me siento muy triste todo el tiempo,triste
lo que pasa es que me duele mucho lo que me dijeron,triste
la verdad estoy agradecido por todo por todo lo que paso,feliz
realmente hoy fue un mal dia desde hace dias,triste
sinceramente todo esta saliendo bien y me encanta,feliz
sinceramente me siento derrotado desde hace dias,triste
estoy muy nervioso y no puedo calmarme y me tiene muy nervioso,miedo
desde ayer me da mucha rabia esta semana,enojo
definitivamente hoy fue un gran dia esta semana,feliz
es que no respetas nada ni a nadie y no lo voy a tolerar,enojo
me entristece mucho lo que paso y quisiera que no fuera así,triste
en serio me duele mucho lo que esta pasando de verdad,triste
te juro que no voy a permitir que me hagas eso y eso no esta bien,enojo
sinceramente me asusta mucho la situacion actual y no puedo calmarlo,miedo
desde ayer me da mucha rabia otra vez,enojo
me indigna tu forma de actuar y no lo voy a tolerar,enojo
realmente ya me canse de esto y no se que hacer,enojo
te juro que que actitud tan mala la tuya de verdad,enojo
la verdad es que me da terror no saber que va a pasar y no puedo calmarlo,miedo
me siento muy desanimado hoy,triste
oye me decepciona mucho tu actitud sin excusas,enojo
me hace muy feliz lo que hiciste,feliz
estoy muy nervioso y no puedo calmarme,miedo
en este momento tengo miedo de fallar otra vez,miedo
todo salio perfecto en este momento,feliz
estoy muy asustado de perder lo que amo de verdad,miedo
hoy me siento destruido y me duele mucho,triste
desde ayer me siento tranquilo y feliz,feliz
definitivamente estoy agradecido por todo y me afecta mucho,feliz
definitivamente tengo panico ultimamente,miedo
estoy muy nervioso y asustado,miedo
estoy muy asustado y no se que hacer,miedo
definitivamente estoy agradecido por todo otra vez,feliz
siento que algo esta muy mal y me asusta y eso me preocupa mucho,miedo
me molesta tu falta de consideracion,enojo
realmente todo esta mejorando hoy,feliz
sabes que que dia tan especial fue hoy en serio,feliz
sinceramente me siento increible,feliz
sinceramente todo esta saliendo bien ultimamente,feliz
te digo que siento mucho miedo en este momento y no se que hacer,miedo
la verdad hoy fue un mal dia otra vez,triste
siento un miedo terrible ahora mismo y eso me preocupa mucho,miedo
en este momento ya no tengo ganas en este momento,triste
hoy tengo miedo de hablar y me afecta mucho,miedo
te digo que me duele mucho haberlo perdido y quisiera que no fuera así,triste
la verdad me siento sin energia desde hace dias,triste
no puedo evitar que no se que va a pasar y me aterra y no puedo calmarlo,miedo
la verdad todo me afecta demasiado en este momento,triste
me da mucho miedo estar solo en esto,miedo
es que no puedo creer tanta irresponsabilidad,enojo
ahora mismo todo me hace enojar en este momento,enojo
sinceramente todo esta saliendo bien hoy,feliz
realmente todo esta mejorando y me afecta mucho,feliz
desde ayer hoy fue maravilloso desde hace dias,feliz
ahora mismo me duele mucho esto desde hace dias,triste
en este momento me siento horrible hoy,triste
desde ayer me preocupa el futuro y no se que hacer,miedo
desde ayer estoy cansado mentalmente otra vez,triste
mira no te soporto mas,enojo
sinceramente me tienen harto con esto ultimamente,enojo
siento un dolor emocional muy grande y no se como seguir,triste
no puedo evitar que siento una inquietud muy grande ahora de verdad,miedo
definitivamente me siento excelente en este momento,feliz
hoy recibi buenas noticias esta semana,feliz
sinceramente me duele mucho lo que ocurrio de verdad,triste
realmente nada tiene sentido desde hace dias,triste
de verdad que dia tan especial fue hoy para mi y estoy muy contento,feliz
estoy muy bajo de animo desde entonces y no lo puedo superar,triste
estoy muy contento con mi progreso y es lo mejor que me paso,feliz
me da mucho miedo la situacion actual,miedo
sinceramente me da miedo no estar preparado y eso me preocupa mucho,miedo
me asusta mucho la situacion actual y me tiene muy nervioso,miedo
me pone feliz ver tu progreso,feliz
hoy me siento muy dichoso en este momento y estoy muy contento,feliz
desde ayer estoy demasiado cansado en este momento,triste
estoy demasiado preocupado otra vez,miedo
que buenas noticias me llegaron hoy y es lo mejor que me paso,feliz
que dia tan especial fue hoy para todos,feliz
la verdad es que me hace feliz saber que estas bien y estoy muy contento,feliz
ultimamente todo esta saliendo bien y me encanta,feliz
de verdad estoy muy apagado y sin energia de verdad,triste
la verdad es que estoy muy contento y agradecido y estoy muy agradecido,feliz
hoy me siento sin energia y me afecta mucho,triste
mira me da mucha rabia lo que hiciste,enojo
la verdad es que me siento muy solo y sin apoyo,triste
estoy muy apenado con lo que paso y no lo puedo superar,triste
estoy muy apenado y no se que decir y no se como seguir,triste
lo que pasa es que estoy muy bajo de animo y sin ganas,triste
que alegria tan grande la que siento y es lo mejor que me paso,feliz
realmente estoy emocionado y me encanta,feliz
desde ayer me siento furioso desde hace dias,enojo
la verdad es que siento un temor constante que no desaparece y no puedo calmarlo,miedo
siento una ansiedad muy fuerte ahora,miedo
sinceramente siento panico cuando pienso en eso,miedo
sinceramente no se que va a pasar esta semana,miedo
realmente hoy fue un mal dia otra vez,triste
hoy me siento muy bien por lo que logre en serio,feliz
definitivamente me hicieron perder el tiempo,enojo
realmente tengo ansiedad y no puedo dormir,miedo
sinceramente me siento motivado en este momento,feliz
realmente estoy pasando un gran momento esta semana,feliz
te digo que estoy muy triste con el resultado,triste
ahora mismo nada tiene sentido ultimamente,triste
me sacaron la paciencia en este momento,enojo
desde ayer estoy harto de todo por todo lo que paso,enojo
realmente estoy disfrutando mucho ultimamente,feliz
estoy muy bajo de animo desde entonces y quisiera que no fuera así,triste
la verdad hoy fue maravilloso y no se que hacer,feliz
la verdad es que estoy muy decaido y sin fuerzas y no lo puedo superar,triste
oye me da ira tu actitud sin excusas,enojo
de verdad no se como aguantarte tanto,enojo
sinceramente siento una inquietud muy grande ahora y eso me preocupa mucho,miedo
me da mucho temor el futuro cercano,miedo
