text,emotion
hoy estoy apostando todo a esto pero bueno,miedo
mira lo que paso me ofrecieron un mejor cargo y me afecta mucho,feliz
es que me respondieron que si al proyecto y me afecta,feliz
me pelee con mi mejor amigo y me duele mucho y ya,triste
que dia tan especial fue hoy para mi,feliz
me da pena decirlo pero me escribieron para disculparse y me alegro y nadie lo entiende,feliz
bro me siento muy desconectado de todo y de todos bro,triste
hoy tengo miedo de tomar una decision y que salga mal,miedo
es que me reportaron sin motivo y me bloquearon la cuenta la verdad,enojo
me pone muy ansioso pensar en eso,miedo
me da terror pensar en esa posibilidad,miedo
estoy agotado de tener que explicar como me siento y no es facil,triste
para serte honesto tengo miedo de que me rechacen si digo lo que pienso y me pesa cargarlo solo,miedo
te juro que eres muy desconsiderado con los demas y punto,enojo
oye siento que el tiempo se me acaba y no he hecho nada y me afecta,miedo
algo cambio de repente y no entiendo por que,miedo
realmente me encanta este momento ultimamente,feliz
la verdad me llegó una carta del juzgado y no se que es hermano,miedo
no te miento me siento muy solo en esta ciudad y no se que hacer,triste
en este momento estoy demasiado molesto ultimamente,enojo
definitivamente estoy temblando de nervios y no se que hacer,miedo
mira me encontre con un amigo que no veia hace tiempo,feliz
la verdad es que siento una pena muy honda en mi y no lo puedo superar,triste
fijate que quedamos de una con el plan,feliz
para serte honesto me escribieron solo para reclamarme de verdad,enojo
realmente todo esta saliendo bien y me encanta,feliz
lo que pasa es que que actitud tan mala la tuya sin excusas,enojo
ultimamente me copiaron el trabajo y lo publicaron como propio de verdad,enojo
fijate que me case hoy y no puedo evitarlo,feliz
odio esta situacion,enojo
en serio ya no somos lo que eramos y eso me entristece,triste
ahora mismo no se si estan enojados conmigo o es mi imaginacion sinceramente,miedo
realmente estoy demasiado molesto otra vez,enojo
la verdad es que me duele mucho haberlo perdido de verdad,triste
fijate que siento que el miedo no me deja avanzar y necesito que alguien me entienda,miedo
oye eres un egoista de primera en serio,enojo
hoy me critican las decisiones sin conocer mi situacion de verdad,enojo
es que mi pareja me sorprendio y ya,feliz
no te miento me tratan diferente y no entienden por que me molesta,enojo
es que estoy muy nervioso de cara a lo que viene y no puedo calmarlo,miedo
no se me invitaron a participar en algo importante,feliz
oye me fue muy mal en el examen y me cuesta mucho,triste
realmente quiero estar solo desde hace dias,triste
desde ayer todo salio perfecto y me afecta mucho,feliz
no te miento perdi algo muy importante pero no digo nada,triste
hoy tengo panico todo el tiempo,miedo
fallecio alguien cercano y nadie lo sabe,triste
definitivamente tengo ansiedad todo el tiempo,miedo
ultimamente nada tiene sentido otra vez,triste
mira nacio mi hijo pero necesitaba decirlo,feliz
en serio me siento muy triste y desolado y no se como seguir,triste
hoy hoy fue exactamente lo que necesitaba y me afecta,feliz
la verdad me siento orgulloso de donde estoy y nadie lo sabe,feliz
sinceramente estoy pasando un gran momento desde hace dias,feliz
ahora mismo me reconocieron el esfuerzo en el trabajo y no se como manejarlo,feliz
me fue de maravilla en la entrevista y no es facil,feliz
ultimamente perdi tiempo en algo que no valio,enojo
sinceramente todo esta mejorando y me encanta,feliz
no te miento compre mi primer carro y ya,feliz
mira llegue a los seguidores que queria,feliz
estoy muy feliz con el camino que tome y no lo puedo creer,feliz
hoy termine de pagar mi deuda,feliz
mira siento que el tiempo se me acaba y no he hecho nada,miedo
la verdad me pusieron a hacer el trabajo de todos la verdad,enojo
oye me siento muy lejos de ser feliz la verdad,triste
desde hace dias sonrei todo el tiempo pero por dentro lloraba y no puedo evitarlo,triste
la verdad tengo miedo de embarrarla con esa decision de verdad,miedo
no se si contarte pero tuve que fingir que estaba bien toda la noche y quisiera que alguien me ayudara,triste
fijate que hoy fue un dia muy chévere pero bueno,feliz
hermano me tocó repetir el tramite porque perdieron mis papeles,enojo
hice algo que me daba miedo y salio bien pero necesitaba decirlo,feliz
oye no pude ir a la graduacion la verdad,triste
hoy quede muy contento con el resultado,feliz
en serio me da pena hablar en publico y manana me toca la verdad,miedo
me siento muy triste y sin motivacion y no se como seguir,triste
te cuento que hicieron lo que quisieron sin preguntarme nada,enojo
te digo que siento un vacio que no puedo llenar y no se como seguir,triste
la verdad es que lei el mensaje mal y arruine todo y no lo digo seguido,triste
fijate que me duele el alma sinceramente,triste
para serte honesto tengo miedo de que me alejen si se dan cuenta como soy y me cuesta mucho,miedo
es que todo esta fluyendo muy bien ultimamente,feliz
te juro que no voy a tolerar esto mas sin excusas,enojo
hoy me asusta mucho lo que esta pasando en el barrio y me tiene mal,miedo
la verdad me tienen harto con esto por todo lo que paso,enojo
es que me cuesta aceptar que eso ya termino pero bueno,triste
sinceramente estoy demasiado preocupado en este momento,miedo
sinceramente tengo panico de que algo malo pase de verdad,miedo
hoy me senti muy a gusto con todo y me cuesta mucho,feliz
fijate que me salio el traslado que pedi y no es facil,feliz
lo que pasa es que ya no aguanto esta situacion y no puedo evitarlo,enojo
es que mi familia se fue a vivir lejos y me siento solo y no se que hacer,triste
hermano me tienen muy mamado con esa vuelta,enojo
lo que es cierto es que me da mucha alegria saber eso de verdad,feliz
para serte honesto me trataron como si no existiera todo el tiempo,enojo
te digo que me di cuenta que nadie me busca si yo no busco y me tiene pensando mucho,triste
me preocupa no poder lograrlo y no lo puedo ocultar,miedo
que situacion tan frustrante esta sin excusas,enojo
en serio no se si lo que estoy haciendo es lo correcto,miedo
oye dije algo que no quise decir y no se como explicarlo pero ya no puedo mas,triste
hoy ya no hablo con alguien que queria mucho,triste
me duele el corazon con lo que paso,triste
hoy quiero estar solo,triste
mira lo que paso nadie noto que algo me pasaba,triste
la verdad estoy muy contento en este momento,feliz
me case hoy de verdad,feliz
hoy fue exactamente lo que necesitaba,feliz
me siento muy achantado hoy de verdad,triste
sinceramente me siento destruido otra vez,triste
me sacaron de la jugada sin ninguna explicacion pero bueno,enojo
lo que pasa es que me dijeron que me quieren y no puedo evitarlo,feliz
es que me cuesta aceptar que eso ya termino,triste
ultimamente me siento vacio ultimamente,triste
lo que pasa es que estoy rodeado de gente y me siento solo y no se que hacer,triste
la verdad no se como va a terminar esto pero no digo nada,miedo
te digo que tengo miedo de que las cosas empeoren y no se que hacer,miedo
todo me da miedo todo el tiempo,miedo
fijate que termine todo lo que tenia pendiente y nadie lo entiende,feliz
oye todo me pesa demasiado de verdad,triste
definitivamente todo me fastidia desde hace dias,enojo
es que no entiendo como la gente puede ser asi bro,enojo
no se si contarte pero se burlaron de algo que me costo decir y me pesa cargarlo solo,enojo
sinceramente mi pareja me sorprendio y no lo puedo ocultar,feliz
en serio me da ansiedad cuando hay silencio en la conversacion y me tiene agotado,miedo
te cuento que no alcance el cupo en la universidad publica y eso me duele,triste
estoy muy asustado con las noticias,miedo
no se si contarte pero me da ansiedad cuando hay silencio en la conversacion y quisiera que alguien me ayudara,miedo
fijate que hable con alguien nuevo y no fue tan malo y nadie lo entiende,feliz
hoy me mintieron descaradamente en la cara,enojo
ultimamente no puedo dejar de preocuparme y no lo puedo ocultar,miedo
ultimamente mi familia esta bien y no se que hacer,feliz
eres una persona muy egoista y punto,enojo
desde hace dias me prometieron que no volveria a pasar y trato de disimularlo,enojo
sinceramente me bloqueo sin darme una explicacion y me cuesta mucho,triste
hoy el clima estuvo perfecto y no puedo evitarlo,feliz
la verdad me siento vacio desde hace dias,triste
estoy muy satisfecho con el dia de hoy sin duda,feliz
sinceramente tengo miedo de fallar y no se que hacer,miedo
en este momento tengo ansiedad desde hace dias,miedo
men me angustia no saber si estoy en el camino correcto y nadie lo entiende,miedo
tengo temor de que todo salga mal,miedo
oye me parece una falta de respeto sin excusas,enojo
es que me angustia saber que todo queda guardado en internet,miedo
hoy todo el mundo sigue y yo estoy quieto,triste
hoy amaneci con toda la actitud,feliz
oye me siento muy bien conmigo mismo y no lo puedo ocultar,feliz
mira me enfurece que actuen asi y no se que hacer,enojo
la verdad estoy muy enojado otra vez,enojo
ahora mismo me siento furioso y no se que hacer,enojo
las cosas estan saliendo como quiero de verdad,feliz
ahora mismo llegue a tiempo a todo la verdad,feliz
me piden experiencia para un trabajo de principiante y no se que hacer,enojo
sinceramente me duele mucho lo que esta pasando y no lo puedo superar,triste
para serte honesto me siento muy lejos de ser feliz y no lo puedo ocultar,triste
la verdad me toco irme del barrio que queria y eso me duele,triste
sinceramente no voy a permitir que me hagas eso y me parece muy mal,enojo
en serio por fin lo logre y me afecta mucho,feliz
estoy demasiado preocupado por todo lo que paso,miedo
la verdad es que me pusieron el visto y luego respondieron bien,feliz
ahora mismo me saca de quicio todo esto y me tiene mal,enojo
bro me angustia no tener todo claro a mi edad pero bueno,miedo
te digo que me asusta mucho la situacion actual y eso me preocupa mucho,miedo
para serte honesto nadie hace las cosas bien aqui sinceramente,enojo
ahora mismo no se que va a pasar con mi vida y me afecta mucho,miedo
en serio me dicen que me esfuerce mas cuando ya doy todo y no puedo evitarlo,enojo
sinceramente tengo panico por todo lo que pasa,miedo
bro me da panico enviar ese mensaje y quedar mal,miedo
te cuento que me cobraron de mas y no me quieren devolver y ya,enojo
mira siento que todos avanzan menos yo y ya,triste
la verdad me canse de esperar que las cosas cambien solas pero bueno,triste
hoy tengo miedo de que mis sueños no sean suficientes men,miedo
me pusieron a hacer el trabajo de todos,enojo
es que tengo miedo de caerle mal sin querer y me afecta mucho,miedo
sinceramente el profesor me humillo frente a todos de verdad,triste
para serte honesto mi jefe quedo contento con mi trabajo pero ya no puedo mas,feliz
compre mi primera casa la verdad,feliz
en este momento todo me afecta demasiado,triste
oye me siento invisible y ya,triste
desde ayer estoy agotado emocionalmente en este momento,triste
hoy me hicieron perder un dia entero y no se que hacer,enojo
no te miento me preocupa haber dicho algo sin darme cuenta y no se que hacer,miedo
que buen resultado tuvimos hoy y estoy muy contento,feliz
oye no tuve ganas de comer,triste
ultimamente odio esta situacion en este momento,enojo
me dicen que exagero cuando digo como me siento de verdad,enojo
te juro que que rabia me da todo esto y no lo voy a tolerar,enojo
hoy no se si voy a poder con lo que viene de verdad,miedo
hoy estoy que no me la creo,feliz
me siento muy solo en esta ciudad,triste
la verdad me siento feliz y eso me alegra,feliz
me tiene muy desanimado todo esto y ya,triste
no respetas nada ni a nadie en serio,enojo
de verdad estoy muy bajo de animo y sin ganas de verdad,triste
estoy muy triste con lo que paso y me duele mucho,triste
en este momento todo me irrita y me afecta mucho,enojo
estoy muy nervioso y no puedo calmarme y me tiene muy nervioso,miedo
me asusta mucho la situacion actual y me tiene muy nervioso,miedo
en serio no me dejaron hablar la verdad,enojo
fijate que me dejaron hacer todo el trabajo solo y eso me pesa,enojo
lo que pasa es que me hablaron muy mal y eso me pesa,enojo
en serio nadie hace las cosas bien aqui y no se que hacer,enojo
ultimamente estoy disfrutando mucho de verdad,feliz
subi una foto y me arrepenti de haberla subido y ya,triste
me cancelaron la cita sin avisar la verdad,enojo
te juro que me mandaron audio de voz gritando sinceramente,enojo
es que defendi mi proyecto y quede bien y nadie lo sabe,feliz
honestamente estoy demasiado molesto desde hace dias,enojo
ahora mismo me da terror que noten que estoy nervioso pero necesitaba decirlo,miedo
tengo mucho temor de lo que viene,miedo
hoy tengo panico de que me pregunten algo frente a todos y no se como manejarlo,miedo
la verdad siento que cargo con demasiado para mi edad,triste
la verdad me siento nervioso otra vez,miedo
mira lo que paso tengo miedo de que me alejen si se dan cuenta como soy y me cuesta mucho,miedo
